WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33030494,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030495,E09000026,Redbridge,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030496,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030497,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030498,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030499,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030500,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030501,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030502,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030503,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030504,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030505,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030506,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030507,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030508,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030509,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030510,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030511,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030512,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030513,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030514,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030515,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030516,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030517,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030518,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030519,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030520,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030521,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030522,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030523,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030524,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030525,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030526,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030527,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030528,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030529,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030530,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030531,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030532,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030533,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030534,E09000027,Richmond upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030535,E09000027,Richmond upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030536,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030537,E09000027,Richmond upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030538,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030539,E09000027,Richmond upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030540,E09000028,Southwark,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030541,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030542,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030543,E09000028,Southwark,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030544,E09000028,Southwark,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030545,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030546,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030547,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030548,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030549,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030550,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030551,E09000028,Southwark,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030552,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030553,E09000028,Southwark,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030554,E09000028,Southwark,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030555,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030556,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030557,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030558,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030559,E09000028,Southwark,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030560,E09000028,Southwark,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030561,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030562,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030563,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030564,E09000028,Southwark,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030565,E09000028,Southwark,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030566,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030567,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030568,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030569,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030570,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030571,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030572,E09000028,Southwark,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030573,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030574,E09000028,Southwark,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030575,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030576,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030577,E09000028,Southwark,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030578,E09000028,Southwark,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030579,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030580,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030581,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030582,E09000028,Southwark,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030583,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030584,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030585,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030586,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030587,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030588,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030589,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030590,E09000028,Southwark,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030591,E09000028,Southwark,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030592,E09000028,Southwark,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030593,E09000028,Southwark,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030594,E09000028,Southwark,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
